job_id,company_id,company_name,company_type,is_newly_founded,company_industry,job_title,role_category,job_description,responsibilities,requirements,skills_required,job_type,workplace_type,location,salary_min,salary_max,salary_currency,salary_period,experience_level,experience_years_min,experience_years_max,competition_level,applicant_count,is_fresher_friendly,is_early_applicant,freshness_label,is_active,posted_at
212,20,Meesho,Startup,False,E-Commerce & Social Selling,Backend Software Engineer (Python / FastAPI),Backend,Design and build high-throughput RESTful services and distributed data pipelines.,Develop modular backend microservices in FastAPI; optimize database queries in PostgreSQL; configure Redis caching.,"Strong background in Python 3.10+, SQLAlchemy, async programming, and Docker containerization.","[""Python"", ""FastAPI"", ""PostgreSQL"", ""Redis"", ""Docker"", ""REST APIs"", ""Microservices""]",Full-time,Hybrid,"Hyderabad, Telangana, India",1769639,3033668,INR,Per Annum,Mid-level,2,5,Medium,39,False,False,Active,True,2026-08-28 21:06:02
213,20,Meesho,Startup,False,E-Commerce & Social Selling,Product Designer (UI/UX & Mobile Interactions),Design,"Design high-converting swipe interfaces, seamless recruiter portals, and accessible design system components.","Create user flows, wireframes, and interactive prototypes in Figma; conduct usability tests with job seekers.","Strong design portfolio with expertise in auto-layout, mobile micro-interactions, and design systems.","[""Figma"", ""UI/UX Design"", ""Wireframing"", ""Prototyping"", ""Design Systems"", ""User Research""]",Full-time,On-site,"Bengaluru, Karnataka, India",1369449,2365412,INR,Per Annum,Mid-level,2,4,Low,61,False,False,Active,True,2026-08-26 14:06:02
214,21,Urban Company,Startup,False,Home Services & Gig Economy,DevOps & Cloud Infrastructure Engineer,DevOps,Maintain containerized multi-service architectures and automate continuous integration and deployment pipelines.,Configure Docker Compose and Kubernetes pods; maintain CI workflows; manage AWS cloud resources.,"Solid experience in Docker containerization, Linux systems administration, and GitHub Actions CI.","[""Docker"", ""Kubernetes"", ""AWS"", ""GitHub Actions"", ""Terraform"", ""Linux"", ""PostgreSQL"", ""Redis""]",Full-time,Hybrid,"Bengaluru, Karnataka, India",1787816,3098881,INR,Per Annum,Mid-level,2,5,Medium,69,False,False,Active,True,2026-08-29 14:06:02
215,21,Urban Company,Startup,False,Home Services & Gig Economy,Full Stack Engineer (FastAPI + React),Full Stack,Lead end-to-end feature delivery across frontend client apps and scalable backend services.,"Architect database schemas, implement business APIs, and craft pixel-perfect user dashboards.",Full-stack proficiency with Python/FastAPI backend and React/Next.js frontend.,"[""Python"", ""FastAPI"", ""React"", ""TypeScript"", ""PostgreSQL"", ""Docker"", ""Tailwind CSS""]",Full-time,Hybrid,"Noida, Uttar Pradesh, India",1992016,3486029,INR,Per Annum,Mid-level,3,6,Medium,75,False,False,Active,True,2026-08-28 10:06:02
216,21,Urban Company,Startup,False,Home Services & Gig Economy,Product Designer (UI/UX & Mobile Interactions),Design,"Design high-converting swipe interfaces, seamless recruiter portals, and accessible design system components.","Create user flows, wireframes, and interactive prototypes in Figma; conduct usability tests with job seekers.","Strong design portfolio with expertise in auto-layout, mobile micro-interactions, and design systems.","[""Figma"", ""UI/UX Design"", ""Wireframing"", ""Prototyping"", ""Design Systems"", ""User Research""]",Full-time,On-site,"Hyderabad, Telangana, India",1090083,1882870,INR,Per Annum,Mid-level,2,4,Medium,40,False,False,Active,True,2026-08-31 12:06:02
217,21,Urban Company,Startup,False,Home Services & Gig Economy,Generative AI & LLM Systems Engineer,AI/ML,"Architect autonomous AI agents, structured LLM extraction pipelines, and RAG document search systems.",Build agentic workflows with LangChain; implement prompt guardrails and evaluation metrics; optimize token latency.,4+ years engineering experience with 2+ years deploying production RAG / LLM systems.,"[""Python"", ""OpenAI API"", ""LangChain"", ""LlamaIndex"", ""RAG"", ""Prompt Engineering"", ""FastAPI""]",Full-time,Hybrid,"Noida, Uttar Pradesh, India",2698514,4722399,INR,Per Annum,Senior,4,8,Medium,37,False,False,Active,True,2026-08-26 14:06:02
218,21,Urban Company,Startup,False,Home Services & Gig Economy,Backend Software Engineer (Python / FastAPI),Backend,Design and build high-throughput RESTful services and distributed data pipelines.,Develop modular backend microservices in FastAPI; optimize database queries in PostgreSQL; configure Redis caching.,"Strong background in Python 3.10+, SQLAlchemy, async programming, and Docker containerization.","[""Python"", ""FastAPI"", ""PostgreSQL"", ""Redis"", ""Docker"", ""REST APIs"", ""Microservices""]",Full-time,Hybrid,"Mumbai, Maharashtra, India",1534245,2630135,INR,Per Annum,Mid-level,2,5,Low,67,False,False,Active,True,2026-08-29 00:06:02
219,21,Urban Company,Startup,False,Home Services & Gig Economy,DevOps & Cloud Infrastructure Engineer,DevOps,Maintain containerized multi-service architectures and automate continuous integration and deployment pipelines.,Configure Docker Compose and Kubernetes pods; maintain CI workflows; manage AWS cloud resources.,"Solid experience in Docker containerization, Linux systems administration, and GitHub Actions CI.","[""Docker"", ""Kubernetes"", ""AWS"", ""GitHub Actions"", ""Terraform"", ""Linux"", ""PostgreSQL"", ""Redis""]",Full-time,Remote,"Hyderabad, Telangana, India",1682050,2915554,INR,Per Annum,Mid-level,2,5,Medium,61,False,False,Active,True,2026-08-27 19:06:02
220,21,Urban Company,Startup,False,Home Services & Gig Economy,AI / Machine Learning Engineer (NLP & Vector Search),AI/ML,"Develop semantic matching engines, ATS scoring models, and candidate recommendation algorithms.",Train embedding models for resume-to-job similarity; optimize cosine distance calculations; build ML inference APIs.,"Proven experience in NLP, embeddings, vector similarity search, and deep learning frameworks.","[""Python"", ""PyTorch"", ""Hugging Face"", ""spaCy"", ""sentence-transformers"", ""Vector DB"", ""ChromaDB"", ""scikit-learn""]",Full-time,On-site,"Chennai, Tamil Nadu, India",1799091,3198385,INR,Per Annum,Mid-level,2,5,Medium,16,False,False,Active,True,2026-08-30 07:06:02
221,21,Urban Company,Startup,False,Home Services & Gig Economy,Frontend Developer Intern (React & UI Design),Frontend,Hands-on frontend internship building swipe-based job discovery cards and mobile-first layouts.,Convert Figma designs to clean React components; implement responsive layouts and micro-interactions.,Demonstrated personal projects in React.js and strong knowledge of modern CSS/Tailwind.,"[""React"", ""JavaScript"", ""HTML5"", ""CSS3"", ""Tailwind CSS"", ""Git""]",Internship,On-site,"Bengaluru, Karnataka, India",27863,50154,INR,Per Month,Fresher,0,1,Medium,70,True,False,Active,True,2026-08-28 17:06:02
222,21,Urban Company,Startup,False,Home Services & Gig Economy,AI Research & NLP Intern,AI/ML,Join our AI research team to perform exploratory data analysis on resume datasets and fine-tune NLP tokenizers.,Perform EDA and data cleaning on unstructured text; evaluate heuristic vs transformer matching scores.,Strong Python coding ability and academic foundation in statistical machine learning and NLP.,"[""Python"", ""Pandas"", ""NumPy"", ""scikit-learn"", ""spaCy"", ""NLP"", ""PyTorch""]",Internship,On-site,"Bengaluru, Karnataka, India",36276,62187,INR,Per Month,Fresher,0,1,Medium,54,True,False,Active,True,2026-09-07 08:06:02
223,21,Urban Company,Startup,False,Home Services & Gig Economy,Product Designer (UI/UX & Mobile Interactions),Design,"Design high-converting swipe interfaces, seamless recruiter portals, and accessible design system components.","Create user flows, wireframes, and interactive prototypes in Figma; conduct usability tests with job seekers.","Strong design portfolio with expertise in auto-layout, mobile micro-interactions, and design systems.","[""Figma"", ""UI/UX Design"", ""Wireframing"", ""Prototyping"", ""Design Systems"", ""User Research""]",Full-time,Remote,"Bengaluru, Karnataka, India",1051176,1815668,INR,Per Annum,Mid-level,2,4,Low,28,False,False,Active,True,2026-09-02 19:06:02
224,22,NovaAI Labs,Newly Founded,True,Generative AI & Agentic Workflows,Junior Python Developer (Fresher Friendly),Backend,Kickstart your software engineering journey with mentorship from experienced architects.,Write clean Python code for CRUD operations; participate in code reviews and unit test writing in Pytest.,"B.Tech/B.E/BCA/MCA graduate with strong fundamentals in Python, OOP concepts, and SQL basics.","[""Python"", ""FastAPI"", ""SQL"", ""Git"", ""REST APIs"", ""Data Structures""]",Full-time,Remote,"Delhi NCR / Gurugram, India",612196,969310,INR,Per Annum,Fresher,0,1,Low,9,True,True,Active,True,2026-08-28 01:06:02
225,22,NovaAI Labs,Newly Founded,True,Generative AI & Agentic Workflows,"Frontend Engineer (React.js, TypeScript & Tailwind)",Frontend,"Craft responsive swipe interfaces, analytics dashboards, and interactive user journeys.",Build modular UI components in React with Tailwind CSS; integrate REST APIs with graceful error handling.,"2+ years experience with modern React, TypeScript, state management (Redux/Context), and CSS animations.","[""React"", ""TypeScript"", ""Tailwind CSS"", ""Redux"", ""Framer Motion"", ""REST APIs"", ""Next.js""]",Full-time,On-site,"Delhi NCR / Gurugram, India",1221613,2239625,INR,Per Annum,Mid-level,2,4,Low,14,False,True,Recently Posted,True,2026-09-09 16:06:02
226,22,NovaAI Labs,Newly Founded,True,Generative AI & Agentic Workflows,Data Analyst (Job Market & Hiring Intelligence),Data Analytics,"Analyze salary benchmarks, hiring velocity, and user swipe engagement patterns to generate market insights.",Write complex SQL queries for analytics; build executive Tableau dashboards; calculate candidate conversion funnels.,Proficient in SQL and statistical data analysis in Python (Pandas/Seaborn).,"[""SQL"", ""Python"", ""Pandas"", ""Tableau"", ""PowerBI"", ""Data Modeling"", ""Excel""]",Full-time,Hybrid,"Bengaluru, Karnataka, India",940485,1659681,INR,Per Annum,Entry-level,1,3,Low,20,True,False,Active,True,2026-09-05 00:06:02
227,22,NovaAI Labs,Newly Founded,True,Generative AI & Agentic Workflows,Backend Software Engineer (Python / FastAPI),Backend,Design and build high-throughput RESTful services and distributed data pipelines.,Develop modular backend microservices in FastAPI; optimize database queries in PostgreSQL; configure Redis caching.,"Strong background in Python 3.10+, SQLAlchemy, async programming, and Docker containerization.","[""Python"", ""FastAPI"", ""PostgreSQL"", ""Redis"", ""Docker"", ""REST APIs"", ""Microservices""]",Full-time,On-site,"Chennai, Tamil Nadu, India",1237125,2120786,INR,Per Annum,Mid-level,2,5,Low,14,False,True,Active,True,2026-09-02 03:06:02
228,22,NovaAI Labs,Newly Founded,True,Generative AI & Agentic Workflows,Full Stack Engineer (FastAPI + React),Full Stack,Lead end-to-end feature delivery across frontend client apps and scalable backend services.,"Architect database schemas, implement business APIs, and craft pixel-perfect user dashboards.",Full-stack proficiency with Python/FastAPI backend and React/Next.js frontend.,"[""Python"", ""FastAPI"", ""React"", ""TypeScript"", ""PostgreSQL"", ""Docker"", ""Tailwind CSS""]",Full-time,On-site,"Pune, Maharashtra, India",1546441,2706272,INR,Per Annum,Mid-level,3,6,Low,4,False,True,Active,True,2026-09-03 08:06:02
229,22,NovaAI Labs,Newly Founded,True,Generative AI & Agentic Workflows,Data Analyst (Job Market & Hiring Intelligence),Data Analytics,"Analyze salary benchmarks, hiring velocity, and user swipe engagement patterns to generate market insights.",Write complex SQL queries for analytics; build executive Tableau dashboards; calculate candidate conversion funnels.,Proficient in SQL and statistical data analysis in Python (Pandas/Seaborn).,"[""SQL"", ""Python"", ""Pandas"", ""Tableau"", ""PowerBI"", ""Data Modeling"", ""Excel""]",Full-time,On-site,"Mumbai, Maharashtra, India",938410,1656019,INR,Per Annum,Entry-level,1,3,Low,9,True,True,Active,True,2026-08-30 08:06:02
230,22,NovaAI Labs,Newly Founded,True,Generative AI & Agentic Workflows,Software Development Engineer in Test (SDET / QA),QA/Testing,"Build automated test suites for REST APIs, validate RBAC security policies, and maintain regression test beds.",Develop automated integration test cases using Pytest; maintain Postman collections; perform load and security tests.,Strong Python test automation skills and deep understanding of HTTP status codes and API specifications.,"[""Python"", ""Pytest"", ""Postman"", ""REST APIs"", ""Selenium"", ""Jest"", ""CI/CD""]",Full-time,On-site,"Bengaluru, Karnataka, India",856431,1498755,INR,Per Annum,Entry-level,1,3,Low,16,True,False,Active,True,2026-08-26 18:06:02
231,22,NovaAI Labs,Newly Founded,True,Generative AI & Agentic Workflows,Generative AI & LLM Systems Engineer,AI/ML,"Architect autonomous AI agents, structured LLM extraction pipelines, and RAG document search systems.",Build agentic workflows with LangChain; implement prompt guardrails and evaluation metrics; optimize token latency.,4+ years engineering experience with 2+ years deploying production RAG / LLM systems.,"[""Python"", ""OpenAI API"", ""LangChain"", ""LlamaIndex"", ""RAG"", ""Prompt Engineering"", ""FastAPI""]",Full-time,Remote,"Pune, Maharashtra, India",2380911,4166594,INR,Per Annum,Senior,4,8,Low,14,False,True,Active,True,2026-08-29 20:06:02
232,22,NovaAI Labs,Newly Founded,True,Generative AI & Agentic Workflows,AI / Machine Learning Engineer (NLP & Vector Search),AI/ML,"Develop semantic matching engines, ATS scoring models, and candidate recommendation algorithms.",Train embedding models for resume-to-job similarity; optimize cosine distance calculations; build ML inference APIs.,"Proven experience in NLP, embeddings, vector similarity search, and deep learning frameworks.","[""Python"", ""PyTorch"", ""Hugging Face"", ""spaCy"", ""sentence-transformers"", ""Vector DB"", ""ChromaDB"", ""scikit-learn""]",Full-time,On-site,"Pune, Maharashtra, India",1950449,3467465,INR,Per Annum,Mid-level,2,5,Low,7,False,True,Active,True,2026-09-08 07:06:02
233,22,NovaAI Labs,Newly Founded,True,Generative AI & Agentic Workflows,Product Designer (UI/UX & Mobile Interactions),Design,"Design high-converting swipe interfaces, seamless recruiter portals, and accessible design system components.","Create user flows, wireframes, and interactive prototypes in Figma; conduct usability tests with job seekers.","Strong design portfolio with expertise in auto-layout, mobile micro-interactions, and design systems.","[""Figma"", ""UI/UX Design"", ""Wireframing"", ""Prototyping"", ""Design Systems"", ""User Research""]",Full-time,On-site,"Chennai, Tamil Nadu, India",1024504,1769598,INR,Per Annum,Mid-level,2,4,Low,5,False,True,Active,True,2026-09-07 06:06:02
